scenario_idx,scenario_total,scenario_id,source_log,base_uv,final_uv,full_restoration,uv_reduced,stop_reason,final_vmin,final_deficit,last_logged_uv,llm_direct,llm_guided_refinement,safety_fallback_physics_refinement,actions,v2b_base_vm_min,v2r_base_vm_min,base_vm_min_diff,v2b_base_uv,v2r_base_uv,base_uv_diff,v2b_final_vm_min,v2r_final_vm_min,delta_final_vm_min,v2b_final_uv,v2r_final_uv,delta_final_uv,v2b_final_deficit,v2r_final_deficit,delta_final_deficit,v2b_termination,v2r_termination,v2b_final_vm_max_pu,v2r_final_vm_max_pu,delta_final_vm_max_pu,v2b_final_n_overvoltage,v2r_final_n_overvoltage,delta_final_n_overvoltage,v2b_final_line_loading_max_pct,v2r_final_line_loading_max_pct,delta_final_line_loading_max_pct,v2b_final_trafo_loading_max_pct,v2r_final_trafo_loading_max_pct,delta_final_trafo_loading_max_pct,v2b_final_n_overloaded_lines,v2r_final_n_overloaded_lines,delta_final_n_overloaded_lines,v2b_final_n_overloaded_trafos,v2r_final_n_overloaded_trafos,delta_final_n_overloaded_trafos,choose_v2r,router_method,router_final_uv,router_final_vm_min,router_final_deficit,_merge,2g_le_v2b,2g_le_v2r,2g_le_router,2g_lt_v2b,2g_lt_v2r,2g_lt_router
32,141,fed_combined_load_1p25_line_99_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,8,0,True,True,full_restoration,0.952,0.0,0.0,2,1,3,6,0.9291715450659814,0.9291715450659814,0.0,8.0,8.0,0.0,0.9483434051580812,0.95056425386424,0.0022208487061587,1.0,0.0,-1.0,0.0016565948419188,0.0,-0.0016565948419188,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056161,4.475087324056156,-4.440892098500626e-15,6.94763558722056,6.967066997223675,0.0194314100031149,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.95056425386424,0.0,both,True,True,True,True,False,False
33,141,fed_combined_load_1p35_line_101_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,6,False,True,max_iterations_reached,0.9209,0.06573,6.0,7,2,1,10,0.89851564104583,0.89851564104583,0.0,16.0,16.0,0.0,0.949659965459968,0.9511159771848172,0.0014560117248492,1.0,0.0,-1.0,0.000340034540032,0.0,-0.000340034540032,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.78774710056884,4.796334597511409,0.0085874969425692,9.485600715630294,9.514508633353218,0.0289079177229236,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9511159771848172,0.0,both,False,False,False,False,False,False
34,141,fed_combined_load_1p35_line_127_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,0,True,True,full_restoration,0.952,0.0,0.0,3,0,3,6,0.8971507448855306,0.8971507448855306,0.0,15.0,15.0,0.0,0.9407323550124176,0.9500059627860816,0.009273607773664,3.0,0.0,-3.0,0.0154722750691165,0.0,-0.0154722750691165,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056158,4.475087324056156,-1.7763568394002505e-15,9.239094004100656,9.281787324222288,0.0426933201216321,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500059627860816,0.0,both,True,True,True,True,False,False
35,141,fed_combined_load_1p35_line_128_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,17,3,False,True,max_iterations_reached,0.9289,0.03148,3.0,8,1,1,10,0.8940973193215679,0.8940973193215679,0.0,17.0,17.0,0.0,0.9409356620134764,0.9500060479576972,0.0090703859442207,4.0,0.0,-4.0,0.0227332360100127,0.0,-0.0227332360100127,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056166,3.552713678800501e-15,9.358109471063894,9.365452195579522,0.0073427245156274,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500060479576972,0.0,both,True,False,False,True,False,False
36,141,fed_combined_load_1p35_line_129_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,0,True,True,full_restoration,0.95,0.0,0.0,2,0,3,5,0.8968652407164702,0.8968652407164702,0.0,15.0,15.0,0.0,0.9365083333148664,0.9500059750924345,0.013497641777568,5.0,0.0,-5.0,0.0315660644013287,0.0,-0.0315660644013287,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056156,4.47508732405615,-6.217248937900877e-15,9.287481987748777,9.29037758772671,0.0028955999779327,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500059750924345,0.0,both,True,True,True,True,False,False
37,141,fed_combined_load_1p35_line_135_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,0,True,True,full_restoration,0.952,0.0,0.0,4,0,5,9,0.8958112279271675,0.8958112279271675,0.0,16.0,16.0,0.0,0.9386968894094244,0.9500058920928798,0.0113090026834553,4.0,0.0,-4.0,0.0249458627680683,0.0,-0.0249458627680683,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.47508732405615,4.475087324056162,1.1546319456101628e-14,9.216712824097687,9.273933726592883,0.0572209024951959,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500058920928798,0.0,both,True,True,True,True,False,False
38,141,fed_combined_load_1p35_line_136_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,6,False,True,max_iterations_reached,0.9216,0.0745,6.0,8,2,0,10,0.8958742286875465,0.8958742286875465,0.0,15.0,15.0,0.0,0.9412121802222908,0.9500059930579716,0.0087938128356808,4.0,0.0,-4.0,0.0201408196104282,0.0,-0.0201408196104282,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056157,4.47508732405616,2.664535259100376e-15,9.306872885567993,9.29905891541692,-0.0078139701510728,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500059930579716,0.0,both,False,False,False,False,False,False
39,141,fed_combined_load_1p35_line_138_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,20,1,False,True,max_iterations_reached,0.9374,0.01337,2.0,4,4,2,10,0.895693360959099,0.895693360959099,0.0,20.0,20.0,0.0,0.9382482141089232,0.9500058842477777,0.0117576701388544,9.0,0.0,-9.0,0.0437006225293972,0.0,-0.0437006225293972,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056156,4.475087324056157,8.881784197001252e-16,9.261581533179262,9.27310587793678,0.0115243447575181,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500058842477777,0.0,both,True,False,False,True,False,False
40,141,fed_combined_load_1p35_line_139_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,17,0,True,True,full_restoration,0.952,0.0,0.0,3,3,3,9,0.8953127947133023,0.8953127947133023,0.0,17.0,17.0,0.0,0.9396875578318684,0.950005928909052,0.0103183710771835,6.0,0.0,-6.0,0.0339077748009766,0.0,-0.0339077748009766,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056157,4.475087324056163,5.3290705182007506e-15,9.287169923514988,9.310140613217314,0.0229706897023262,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950005928909052,0.0,both,True,True,True,True,False,False
41,141,fed_combined_load_1p35_line_140_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,1,False,True,max_iterations_reached,0.9385,0.01147,1.0,6,1,3,10,0.8944331004611432,0.8944331004611432,0.0,16.0,16.0,0.0,0.939861553627648,0.9500059157411036,0.0101443621134555,4.0,0.0,-4.0,0.0238447691575025,0.0,-0.0238447691575025,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056155,-1.7763568394002505e-15,9.282432376969997,9.299665551245225,0.017233174275228,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500059157411036,0.0,both,True,False,False,True,False,False
42,141,fed_combined_load_1p35_line_165_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,0,True,True,full_restoration,0.9503,0.0,0.0,2,2,3,7,0.8975750783002086,0.8975750783002086,0.0,16.0,16.0,0.0,0.9404859931948496,0.9500135476617332,0.0095275544668835,4.0,0.0,-4.0,0.0283180781412706,0.0,-0.0283180781412706,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.526699275522582,4.506806416215068,-0.0198928593075145,9.290188594992792,9.275491031588302,-0.0146975634044892,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500135476617332,0.0,both,True,True,True,True,False,False
43,141,fed_combined_load_1p35_line_166_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,0,True,True,full_restoration,0.952,0.0,0.0,6,0,3,9,0.8982373967514735,0.8982373967514735,0.0,15.0,15.0,0.0,0.9396171759585092,0.9500065767845504,0.0103894008260411,3.0,0.0,-3.0,0.0249559524334177,0.0,-0.0249559524334177,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056158,4.475087324056156,-1.7763568394002505e-15,9.283989670781336,9.29940170617957,0.0154120353982332,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500065767845504,0.0,both,True,True,True,True,False,False
44,141,fed_combined_load_1p35_line_167_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,0,True,True,full_restoration,0.95,0.0,0.0,2,2,2,6,0.8980536141796666,0.8980536141796666,0.0,15.0,15.0,0.0,0.9346602372015628,0.9500041949342344,0.0153439577326716,8.0,0.0,-8.0,0.0750119176808501,0.0,-0.0750119176808501,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056149,4.47508732405616,1.0658141036401504e-14,9.312781899410655,9.299647994902504,-0.0131339045081517,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500041949342344,0.0,both,True,True,True,True,False,False
45,141,fed_combined_load_1p35_line_168_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,17,0,True,True,full_restoration,0.9501,0.0,0.0,2,2,4,8,0.8975545030054425,0.8975545030054425,0.0,17.0,17.0,0.0,0.9402920214859224,0.9500808403845225,0.0097888188986,6.0,0.0,-6.0,0.0294051936328437,0.0,-0.0294051936328437,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.496964433892038,4.510326214449299,0.0133617805572612,9.237991901469284,9.279277031462852,0.0412851299935681,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500808403845225,0.0,both,True,True,True,True,False,False
46,141,fed_combined_load_1p35_line_170_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,14,5,False,True,max_iterations_reached,,,,7,2,1,10,0.8997228882748837,0.8997228882748837,0.0,14.0,14.0,0.0,0.9365678477294488,0.950194633316213,0.0136267855867642,3.0,0.0,-3.0,,0.0,,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056163,6.217248937900877e-15,9.076394939079409,9.089026596247852,0.012631657168443,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,3.0,0.9365678477294488,,both,False,False,False,False,False,False
47,141,fed_combined_load_1p35_line_171_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,17,0,True,True,full_restoration,0.9501,0.0,0.0,2,0,5,7,0.7273865304447327,0.7273865304447327,0.0,17.0,17.0,0.0,0.9386109488410036,0.950007143963047,0.0113961951220433,5.0,0.0,-5.0,0.0306213251378296,0.0,-0.0306213251378296,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056159,4.475087324056156,-2.664535259100376e-15,9.550259237029865,9.57970555996152,0.0294463229316548,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950007143963047,0.0,both,True,True,True,True,False,False
48,141,fed_combined_load_1p35_line_172_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,0,True,True,full_restoration,0.952,0.0,0.0,4,0,5,9,0.884434237471361,0.884434237471361,0.0,15.0,15.0,0.0,0.9373867011946276,0.9500066940156792,0.0126199928210515,7.0,0.0,-7.0,0.0456073464467569,0.0,-0.0456073464467569,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056156,4.47508732405615,-6.217248937900877e-15,9.377214714131368,9.39598375871176,0.0187690445803916,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500066940156792,0.0,both,True,True,True,True,False,False
49,141,fed_combined_load_1p35_line_35_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,0,True,True,full_restoration,0.952,0.0,0.0,4,3,2,9,0.8971887175389125,0.8971887175389125,0.0,15.0,15.0,0.0,0.934664618026342,0.9500745240860532,0.0154099060597111,4.0,0.0,-4.0,0.0293645677184065,0.0,-0.0293645677184065,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.500619996520505,4.496992712866136,-0.0036272836543682,9.210836393195438,9.269145582830282,0.0583091896348442,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500745240860532,0.0,both,True,True,True,True,False,False
50,141,fed_combined_load_1p35_line_36_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,17,0,True,True,full_restoration,0.952,0.0,0.0,3,2,4,9,0.897492755711725,0.897492755711725,0.0,17.0,17.0,0.0,0.9394435628847536,0.9511100911641556,0.0116665282794019,5.0,0.0,-5.0,0.0347401725258736,0.0,-0.0347401725258736,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.528200078324217,4.507955162886898,-0.0202449154373196,9.268574233622852,9.27629607809001,0.0077218444671576,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9511100911641556,0.0,both,True,True,True,True,False,False
51,141,fed_combined_load_1p35_line_37_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,18,3,False,True,max_iterations_reached,0.9234,0.04071,3.0,6,2,2,10,0.9002571281697948,0.9002571281697948,0.0,18.0,18.0,0.0,0.9380226952385003,0.9514001581739449,0.0133774629354445,3.0,0.0,-3.0,0.016728897370864,0.0,-0.016728897370864,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.732452945161633,4.741205387148844,0.0087524419872115,9.489316312775902,9.480801644363265,-0.0085146684126371,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9514001581739449,0.0,both,True,False,False,False,False,False
52,141,fed_combined_load_1p35_line_39_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,0,True,True,full_restoration,0.952,0.0,0.0,5,0,4,9,0.8975828805429477,0.8975828805429477,0.0,15.0,15.0,0.0,0.940487507978652,0.9501107437579684,0.0096232357793164,5.0,0.0,-5.0,0.0238134779456605,0.0,-0.0238134779456605,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.511261210602802,4.509661012293989,-0.0016001983088127,9.26148734326389,9.278330199986366,0.0168428567224765,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9501107437579684,0.0,both,True,True,True,True,False,False
53,141,fed_combined_load_1p35_line_40_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,0,True,True,full_restoration,0.952,0.0,0.0,3,3,2,8,0.8972289788680738,0.8972289788680738,0.0,16.0,16.0,0.0,0.9409470817827742,0.9513188908805325,0.0103718090977582,4.0,0.0,-4.0,0.0198977479649423,0.0,-0.0198977479649423,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.502730902241623,4.509247376659398,0.0065164744177748,9.2694124989268,9.268403217665544,-0.0010092812612558,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9513188908805325,0.0,both,True,True,True,True,False,False
54,141,fed_combined_load_1p35_line_41_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,0,True,True,full_restoration,0.952,0.0,0.0,5,2,2,9,0.896919988022324,0.896919988022324,0.0,16.0,16.0,0.0,0.939258874844294,0.9506967746420548,0.0114378997977607,3.0,0.0,-3.0,0.0233908096619296,0.0,-0.0233908096619296,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.479125120259273,4.514214468127261,0.0350893478679887,9.249515562839257,9.2644644961801,0.0149489333408432,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9506967746420548,0.0,both,True,True,True,True,False,False
55,141,fed_combined_load_1p35_line_49_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,24,0,True,True,full_restoration,0.9505,0.0,0.0,3,0,3,6,0.8672168568007674,0.8672168568007674,0.0,24.0,24.0,0.0,0.9402752739589912,0.950054480118866,0.0097792061598747,6.0,0.0,-6.0,0.0250916661924559,0.0,-0.0250916661924559,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056155,4.475087324056161,6.217248937900877e-15,9.119463815814616,9.171043699477485,0.0515798836628693,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950054480118866,0.0,both,True,True,True,True,False,False
56,141,fed_combined_load_1p35_line_84_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,1,False,True,max_iterations_reached,0.9382,0.01184,1.0,6,2,2,10,0.8980466054518528,0.8980466054518528,0.0,15.0,15.0,0.0,0.9406795837230636,0.9500027658169814,0.0093231820939178,5.0,0.0,-5.0,0.0342583944518798,0.0,-0.0342583944518798,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056163,4.475087324056166,3.552713678800501e-15,9.280762421305148,9.286269328191722,0.0055069068865734,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500027658169814,0.0,both,True,False,False,True,False,False
57,141,fed_combined_load_1p35_line_85_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,3,False,True,max_iterations_reached,0.9299,0.03924,5.0,8,0,2,10,0.8979743362157987,0.8979743362157987,0.0,15.0,15.0,0.0,0.9403594633805006,0.950002961288813,0.0096434979083124,4.0,0.0,-4.0,0.0290702365281994,0.0,-0.0290702365281994,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056161,-1.7763568394002505e-15,9.27215507345806,9.304099165969278,0.0319440925112175,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950002961288813,0.0,both,True,False,False,True,False,False
58,141,fed_combined_load_1p35_line_86_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,15,5,False,True,max_iterations_reached,0.9309,0.03787,5.0,7,1,2,10,0.8980646357351022,0.8980646357351022,0.0,15.0,15.0,0.0,0.9414472845473302,0.9500046873647724,0.0085574028174422,1.0,0.0,-1.0,0.0085527154526697,0.0,-0.0085527154526697,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0499999999999998,-2.220446049250313e-16,0.0,0.0,0.0,4.475087324056164,4.47508732405615,-1.4210854715202004e-14,9.293711400908364,9.298071621242084,0.0043602203337194,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500046873647724,0.0,both,False,False,False,False,False,False
60,141,fed_combined_load_1p35_line_91_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,0,True,True,full_restoration,0.952,0.0,0.0,4,0,4,8,0.8979605487554452,0.8979605487554452,0.0,16.0,16.0,0.0,0.9430000000000002,0.9500200900935084,0.0070200900935082,2.0,0.0,-2.0,0.008027961385666,0.0,-0.008027961385666,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.600742543376368,4.619110823134927,0.0183682797585591,9.111558464601828,9.120679803840646,0.0091213392388187,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500200900935084,0.0,both,True,True,True,True,False,False
61,141,fed_combined_load_1p35_line_92_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,0,True,True,full_restoration,0.952,0.0,0.0,4,0,4,8,0.8979605487554452,0.8979605487554452,0.0,16.0,16.0,0.0,0.9430000000000002,0.9500200900935084,0.0070200900935082,2.0,0.0,-2.0,0.008027961385666,0.0,-0.008027961385666,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.600742543376368,4.619110823134927,0.0183682797585591,9.111558464601828,9.120679803840646,0.0091213392388187,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500200900935084,0.0,both,True,True,True,True,False,False
62,141,fed_combined_load_1p35_line_96_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,0,True,True,full_restoration,0.9505,0.0,0.0,1,0,4,5,0.8912719929426037,0.8912719929426037,0.0,16.0,16.0,0.0,0.941633195056978,0.950010265080016,0.008377070023038,2.0,0.0,-2.0,0.0100148191959211,0.0,-0.0100148191959211,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.550160562112296,4.551555166303099,0.0013946041908026,10.471463709570392,10.518097799298552,0.04663408972816,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950010265080016,0.0,both,True,True,True,True,False,False
63,141,fed_combined_load_1p35_line_97_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,14,0,True,True,full_restoration,0.952,0.0,0.0,4,0,3,7,0.8920163329395808,0.8920163329395808,0.0,14.0,14.0,0.0,0.9465125795853622,0.9500168362049726,0.0035042566196104,1.0,0.0,-1.0,0.0034874204146377,0.0,-0.0034874204146377,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.5116272633979895,4.513559147116951,0.0019318837189619,10.373685390381658,10.417980229528473,0.0442948391468149,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500168362049726,0.0,both,True,True,True,True,False,False
64,141,fed_combined_load_1p35_line_99_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,16,3,False,True,max_iterations_reached,0.9198,0.06297,5.0,8,0,2,10,0.9018540411138668,0.9018540411138668,0.0,16.0,16.0,0.0,0.9441458621691255,0.9500438385407184,0.0058979763715928,3.0,0.0,-3.0,0.0091289959527638,0.0,-0.0091289959527638,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.881165370710999,4.893701416229687,0.0125360455186882,9.551807474477734,9.610565787972645,0.058758313494911,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500438385407184,0.0,both,True,False,False,False,False,False
